,t,T,s,i,o,c,h,l,v,n
821,2022-11-18,2022-11-18 23:59:59.999,ETH,1d,1200.42,1212.58,1234.0,1199.18,360218.5337,493436
822,2022-11-19,2022-11-19 23:59:59.999,ETH,1d,1212.58,1217.67,1235.0,1197.67,209789.5888,330573
823,2022-11-20,2022-11-20 23:59:59.999,ETH,1d,1217.67,1142.21,1227.07,1132.65,531108.7607,693003
824,2022-11-21,2022-11-21 23:59:59.999,ETH,1d,1142.21,1107.34,1146.99,1079.76,922647.9454,1063296
825,2022-11-22,2022-11-22 23:59:59.999,ETH,1d,1107.34,1139.6,1146.13,1075.0,748884.5791,899796
826,2022-11-23,2022-11-23 23:59:59.999,ETH,1d,1139.59,1184.52,1190.0,1127.75,636927.1594,767861
827,2022-11-24,2022-11-24 23:59:59.999,ETH,1d,1184.52,1203.73,1217.71,1180.6,486080.6123,616769
828,2022-11-25,2022-11-25 23:59:59.999,ETH,1d,1203.72,1199.3,1207.77,1171.2,391430.1658,581961
829,2022-11-26,2022-11-26 23:59:59.999,ETH,1d,1199.29,1205.6,1235.66,1196.2,379840.8116,566155
830,2022-11-27,2022-11-27 23:59:59.999,ETH,1d,1205.61,1193.88,1223.33,1188.65,286386.7986,458378
831,2022-11-28,2022-11-28 23:59:59.999,ETH,1d,1193.88,1167.77,1199.25,1151.02,478795.6093,708380
832,2022-11-29,2022-11-29 23:59:59.999,ETH,1d,1167.77,1216.49,1228.37,1158.27,512143.5861,789552
833,2022-11-30,2022-11-30 23:59:59.999,ETH,1d,1216.49,1294.46,1309.77,1212.5,815679.2717,985173
834,2022-12-01,2022-12-01 23:59:59.999,ETH,1d,1294.46,1276.41,1299.9,1262.77,430018.7391,587711
835,2022-12-02,2022-12-02 23:59:59.999,ETH,1d,1276.4,1295.59,1297.18,1265.24,371559.585,547512
836,2022-12-03,2022-12-03 23:59:59.999,ETH,1d,1295.58,1240.51,1309.0,1236.26,347148.2588,594082
837,2022-12-04,2022-12-04 23:59:59.999,ETH,1d,1240.5,1279.41,1287.19,1240.1,324129.5466,498321
838,2022-12-05,2022-12-05 23:59:59.999,ETH,1d,1279.4,1259.41,1305.11,1246.61,391628.5166,612914
839,2022-12-06,2022-12-06 23:59:59.999,ETH,1d,1259.41,1271.32,1274.76,1241.56,301631.839,471097
840,2022-12-07,2022-12-07 23:59:59.999,ETH,1d,1271.31,1231.18,1278.69,1218.01,398559.5166,530298
841,2022-12-08,2022-12-08 23:59:59.999,ETH,1d,1231.18,1280.18,1292.58,1222.01,406653.5447,559884
842,2022-12-09,2022-12-09 23:59:59.999,ETH,1d,1280.18,1263.1,1296.64,1250.0,406008.0032,540078
843,2022-12-10,2022-12-10 23:59:59.999,ETH,1d,1263.11,1266.35,1283.61,1259.6,182278.6396,322453
844,2022-12-11,2022-12-11 23:59:59.999,ETH,1d,1266.35,1263.01,1284.75,1255.85,180494.902,314531
845,2022-12-12,2022-12-12 23:59:59.999,ETH,1d,1263.0,1275.4,1278.9,1240.03,363750.5481,489887
846,2022-12-13,2022-12-13 23:59:59.999,ETH,1d,1275.41,1320.69,1349.0,1255.1,659393.8825,813791
847,2022-12-14,2022-12-14 23:59:59.999,ETH,1d,1320.69,1307.44,1352.72,1301.0,554465.5717,548806
848,2022-12-15,2022-12-15 23:59:59.999,ETH,1d,1307.45,1266.54,1311.14,1259.27,390051.2447,445162
849,2022-12-16,2022-12-16 23:59:59.999,ETH,1d,1266.53,1166.83,1280.06,1155.32,751422.2779,883071
850,2022-12-17,2022-12-17 23:59:59.999,ETH,1d,1166.82,1187.16,1190.03,1161.92,328881.6281,443309
851,2022-12-18,2022-12-18 23:59:59.999,ETH,1d,1187.16,1183.06,1199.54,1170.32,252260.144,385205
852,2022-12-19,2022-12-19 23:59:59.999,ETH,1d,1183.06,1167.82,1195.0,1150.51,296832.7228,443756
853,2022-12-20,2022-12-20 23:59:59.999,ETH,1d,1167.82,1216.94,1230.47,1163.12,465184.1943,624202
854,2022-12-21,2022-12-21 23:59:59.999,ETH,1d,1216.95,1213.78,1223.39,1203.02,245723.8377,413931
855,2022-12-22,2022-12-22 23:59:59.999,ETH,1d,1213.78,1217.71,1237.99,1182.54,336761.6598,488758
856,2022-12-23,2022-12-23 23:59:59.999,ETH,1d,1217.72,1219.99,1231.99,1210.0,278604.2882,439410
857,2022-12-24,2022-12-24 23:59:59.999,ETH,1d,1219.98,1220.41,1227.99,1214.69,123701.5301,296993
858,2022-12-25,2022-12-25 23:59:59.999,ETH,1d,1220.42,1218.51,1225.0,1193.18,231652.0612,379422
859,2022-12-26,2022-12-26 23:59:59.999,ETH,1d,1218.52,1228.11,1231.09,1211.67,162723.0857,308520
860,2022-12-27,2022-12-27 23:59:59.999,ETH,1d,1228.12,1211.55,1233.73,1200.58,262437.6398,372190
861,2022-12-28,2022-12-28 23:59:59.999,ETH,1d,1211.55,1190.15,1215.78,1181.06,367828.8914,474792
862,2022-12-29,2022-12-29 23:59:59.999,ETH,1d,1190.15,1200.49,1206.57,1186.77,249130.4869,377201
863,2022-12-30,2022-12-30 23:59:59.999,ETH,1d,1200.48,1199.99,1202.15,1181.08,266014.2115,364383
864,2022-12-31,2022-12-31 23:59:59.999,ETH,1d,1199.98,1196.13,1208.46,1191.66,139379.2811,261569
865,2023-01-01,2023-01-01 23:59:59.999,ETH,1d,1196.13,1200.34,1204.67,1190.57,117762.0685,233151
866,2023-01-02,2023-01-02 23:59:59.999,ETH,1d,1200.33,1214.0,1224.29,1193.0,252794.14,330000
867,2023-01-03,2023-01-03 23:59:59.999,ETH,1d,1213.99,1214.55,1219.89,1204.93,205519.4944,296709
868,2023-01-04,2023-01-04 23:59:59.999,ETH,1d,1214.56,1256.9,1272.6,1212.71,457799.6648,526420
869,2023-01-05,2023-01-05 23:59:59.999,ETH,1d,1256.91,1251.24,1259.95,1242.81,272805.33,339445
870,2023-01-06,2023-01-06 23:59:59.999,ETH,1d,1251.25,1269.14,1276.7,1236.0,342344.2023,444840
871,2023-01-07,2023-01-07 23:59:59.999,ETH,1d,1269.13,1264.07,1271.09,1261.3,129474.2884,242794
872,2023-01-08,2023-01-08 23:59:59.999,ETH,1d,1264.06,1290.16,1296.0,1257.77,213636.7848,341498
873,2023-01-09,2023-01-09 23:59:59.999,ETH,1d,1290.15,1320.39,1344.91,1285.44,581727.6968,667559
874,2023-01-10,2023-01-10 23:59:59.999,ETH,1d,1320.4,1335.62,1347.69,1316.8,459660.2307,467419
875,2023-01-11,2023-01-11 23:59:59.999,ETH,1d,1335.63,1389.39,1398.0,1321.04,472465.9556,534745
876,2023-01-12,2023-01-12 23:59:59.999,ETH,1d,1389.4,1415.92,1438.0,1361.92,877712.4492,873540
877,2023-01-13,2023-01-13 23:59:59.999,ETH,1d,1415.91,1451.2,1464.0,1401.03,499377.8649,670535
878,2023-01-14,2023-01-14 23:59:59.999,ETH,1d,1451.21,1549.9,1599.98,1449.14,940691.7774,1187799
879,2023-01-15,2023-01-15 23:59:59.999,ETH,1d,1549.91,1552.52,1566.66,1516.03,387832.7138,590180
880,2023-01-16,2023-01-16 23:59:59.999,ETH,1d,1552.52,1576.94,1604.5,1521.31,574622.8953,802443
881,2023-01-17,2023-01-17 23:59:59.999,ETH,1d,1576.94,1565.57,1609.0,1541.15,506771.7219,703325
882,2023-01-18,2023-01-18 23:59:59.999,ETH,1d,1565.56,1511.43,1610.0,1501.39,752534.8857,913587
883,2023-01-19,2023-01-19 23:59:59.999,ETH,1d,1511.44,1551.09,1564.43,1509.15,308679.4645,477203
884,2023-01-20,2023-01-20 23:59:59.999,ETH,1d,1551.09,1658.52,1669.9,1542.02,440570.9974,710633
885,2023-01-21,2023-01-21 23:59:59.999,ETH,1d,1658.53,1626.66,1679.26,1616.21,494248.6009,648695
886,2023-01-22,2023-01-22 23:59:59.999,ETH,1d,1626.65,1627.44,1663.89,1604.0,431729.6909,550009
887,2023-01-23,2023-01-23 23:59:59.999,ETH,1d,1627.43,1626.29,1648.09,1585.29,407267.1156,602844
888,2023-01-24,2023-01-24 23:59:59.999,ETH,1d,1626.28,1555.97,1641.46,1535.0,462275.3243,664260
889,2023-01-25,2023-01-25 23:59:59.999,ETH,1d,1555.97,1611.94,1641.0,1518.0,646474.9166,832576
890,2023-01-26,2023-01-26 23:59:59.999,ETH,1d,1611.95,1601.09,1632.84,1577.43,532777.8466,661710
891,2023-01-27,2023-01-27 23:59:59.999,ETH,1d,1601.08,1597.62,1621.0,1552.54,512093.3875,721339
892,2023-01-28,2023-01-28 23:59:59.999,ETH,1d,1597.61,1572.1,1606.83,1555.99,313675.6574,461988
893,2023-01-29,2023-01-29 23:59:59.999,ETH,1d,1572.1,1644.72,1660.0,1566.33,551767.9134,747055
894,2023-01-30,2023-01-30 23:59:59.999,ETH,1d,1644.73,1566.2,1647.53,1535.0,595055.3281,783703
895,2023-01-31,2023-01-31 23:59:59.999,ETH,1d,1566.21,1585.33,1605.18,1561.63,348856.6751,565125
896,2023-02-01,2023-02-01 23:59:59.999,ETH,1d,1585.32,1641.68,1647.77,1555.18,474617.1709,795274
897,2023-02-02,2023-02-02 23:59:59.999,ETH,1d,1641.67,1643.12,1714.68,1626.85,629188.8874,939545
898,2023-02-03,2023-02-03 23:59:59.999,ETH,1d,1643.12,1663.52,1676.0,1625.93,464815.032,714675
899,2023-02-04,2023-02-04 23:59:59.999,ETH,1d,1663.52,1666.38,1695.29,1645.43,308227.1295,559308
900,2023-02-05,2023-02-05 23:59:59.999,ETH,1d,1666.39,1629.02,1673.81,1609.3,413579.6748,680427
901,2023-02-06,2023-02-06 23:59:59.999,ETH,1d,1629.01,1614.29,1658.56,1605.01,384119.4197,636588
902,2023-02-07,2023-02-07 23:59:59.999,ETH,1d,1614.28,1671.03,1678.37,1613.14,451922.4,746572
903,2023-02-08,2023-02-08 23:59:59.999,ETH,1d,1671.03,1650.43,1697.91,1630.47,417966.2539,671033
904,2023-02-09,2023-02-09 23:59:59.999,ETH,1d,1650.42,1545.35,1656.17,1524.4,658011.6964,973879
905,2023-02-10,2023-02-10 23:59:59.999,ETH,1d,1545.35,1513.06,1555.01,1490.0,484654.2199,682215
906,2023-02-11,2023-02-11 23:59:59.999,ETH,1d,1513.05,1538.51,1543.0,1505.0,289691.5708,440506
907,2023-02-12,2023-02-12 23:59:59.999,ETH,1d,1538.5,1514.83,1548.02,1493.08,286758.374,490609
908,2023-02-13,2023-02-13 23:59:59.999,ETH,1d,1514.82,1505.24,1526.1,1461.93,643152.3904,788402
909,2023-02-14,2023-02-14 23:59:59.999,ETH,1d,1505.25,1555.71,1569.0,1482.66,668964.3768,861338
910,2023-02-15,2023-02-15 23:59:59.999,ETH,1d,1555.7,1674.92,1680.0,1542.55,581207.8586,852734
911,2023-02-16,2023-02-16 23:59:59.999,ETH,1d,1674.92,1637.84,1742.97,1633.72,832723.6731,1220762
912,2023-02-17,2023-02-17 23:59:59.999,ETH,1d,1637.83,1693.87,1722.0,1630.51,579934.663,940022
913,2023-02-18,2023-02-18 23:59:59.999,ETH,1d,1693.81,1691.62,1713.13,1679.77,267305.7813,457982
914,2023-02-19,2023-02-19 23:59:59.999,ETH,1d,1691.62,1679.75,1726.59,1666.14,401023.0477,634114
915,2023-02-20,2023-02-20 23:59:59.999,ETH,1d,1679.74,1703.27,1719.89,1650.56,451314.8335,752116
916,2023-02-21,2023-02-21 23:59:59.999,ETH,1d,1703.27,1659.76,1716.66,1636.3,520354.4688,837901
917,2023-02-22,2023-02-22 23:59:59.999,ETH,1d,1659.77,1643.14,1666.95,1595.07,528875.4809,887617
918,2023-02-23,2023-02-23 23:59:59.999,ETH,1d,1643.15,1650.53,1679.0,1628.75,501305.9717,849095
919,2023-02-24,2023-02-24 23:59:59.999,ETH,1d,1650.52,1607.8,1664.66,1575.64,512515.4982,829249
920,2023-02-25,2023-02-25 23:59:59.999,ETH,1d,1607.8,1594.58,1608.98,1557.33,290188.0391,532834
921,2023-02-26,2023-02-26 23:59:59.999,ETH,1d,1594.58,1641.36,1651.26,1587.76,308607.9941,544008
922,2023-02-27,2023-02-27 23:59:59.999,ETH,1d,1641.37,1633.45,1665.22,1608.0,431861.4129,679771
923,2023-02-28,2023-02-28 23:59:59.999,ETH,1d,1633.45,1605.23,1647.52,1596.66,393523.1647,626287
924,2023-03-01,2023-03-01 23:59:59.999,ETH,1d,1605.24,1665.22,1669.72,1595.0,474456.8235,725546
925,2023-03-02,2023-03-02 23:59:59.999,ETH,1d,1665.23,1647.86,1677.86,1619.18,423023.8082,644400
926,2023-03-03,2023-03-03 23:59:59.999,ETH,1d,1647.86,1569.45,1649.25,1544.39,742816.5976,1008133
927,2023-03-04,2023-03-04 23:59:59.999,ETH,1d,1569.45,1566.73,1577.53,1549.12,237640.2606,442158
928,2023-03-05,2023-03-05 23:59:59.999,ETH,1d,1566.74,1564.58,1588.77,1553.05,299240.7415,505034
929,2023-03-06,2023-03-06 23:59:59.999,ETH,1d,1564.57,1565.84,1583.49,1554.44,307709.3011,495130
930,2023-03-07,2023-03-07 23:59:59.999,ETH,1d,1565.84,1561.96,1584.49,1536.14,437947.9032,601157
931,2023-03-08,2023-03-08 23:59:59.999,ETH,1d,1561.95,1532.38,1570.89,1523.61,460101.7658,647197
932,2023-03-09,2023-03-09 23:59:59.999,ETH,1d,1532.38,1437.32,1546.45,1408.0,718485.1364,914935
933,2023-03-10,2023-03-10 23:59:59.999,ETH,1d,1437.32,1426.44,1439.43,1368.39,960262.4509,1155209
934,2023-03-11,2023-03-11 23:59:59.999,ETH,1d,1426.43,1471.97,1478.07,1408.4,1374859.6201,1467256
935,2023-03-12,2023-03-12 23:59:59.999,ETH,1d,1471.93,1580.33,1594.19,1448.3,1002355.0929,1253899
936,2023-03-13,2023-03-13 23:59:59.999,ETH,1d,1580.33,1673.45,1693.49,1565.0,1228063.6053,1671283
937,2023-03-14,2023-03-14 23:59:59.999,ETH,1d,1673.44,1699.4,1780.02,1655.24,1283321.2355,1750035
938,2023-03-15,2023-03-15 23:59:59.999,ETH,1d,1699.41,1649.96,1716.9,1611.0,963142.4833,1388384
939,2023-03-16,2023-03-16 23:59:59.999,ETH,1d,1649.95,1673.73,1691.42,1632.18,627985.6119,1004406
940,2023-03-17,2023-03-17 23:59:59.999,ETH,1d,1673.73,1789.27,1800.0,1662.65,907528.2825,1293055
941,2023-03-18,2023-03-18 23:59:59.999,ETH,1d,1789.26,1758.84,1841.0,1747.47,711614.731,1115890
942,2023-03-19,2023-03-19 23:59:59.999,ETH,1d,1758.84,1780.68,1841.36,1757.92,541131.8908,919093
943,2023-03-20,2023-03-20 23:59:59.999,ETH,1d,1780.67,1732.78,1803.05,1722.0,682848.1248,1083767
944,2023-03-21,2023-03-21 23:59:59.999,ETH,1d,1732.77,1801.23,1835.0,1717.01,742348.4999,1166036
945,2023-03-22,2023-03-22 23:59:59.999,ETH,1d,1801.23,1734.33,1819.98,1710.12,891287.6009,1286030
946,2023-03-23,2023-03-23 23:59:59.999,ETH,1d,1734.34,1813.79,1857.16,1729.35,732061.103,1074713
947,2023-03-24,2023-03-24 23:59:59.999,ETH,1d,1813.78,1749.57,1818.99,1726.4,564770.1417,855600
948,2023-03-25,2023-03-25 23:59:59.999,ETH,1d,1749.57,1741.88,1763.23,1713.09,355679.3743,620651
949,2023-03-26,2023-03-26 23:59:59.999,ETH,1d,1741.88,1773.88,1801.0,1739.31,354933.2372,592618
950,2023-03-27,2023-03-27 23:59:59.999,ETH,1d,1773.88,1715.22,1780.48,1686.13,570563.5023,810253
951,2023-03-28,2023-03-28 23:59:59.999,ETH,1d,1715.21,1772.99,1795.73,1701.13,536511.3973,766887
952,2023-03-29,2023-03-29 23:59:59.999,ETH,1d,1773.0,1793.07,1827.99,1772.48,536865.5972,810500
953,2023-03-30,2023-03-30 23:59:59.999,ETH,1d,1793.06,1793.61,1829.69,1763.0,579690.0394,876484
954,2023-03-31,2023-03-31 23:59:59.999,ETH,1d,1793.6,1821.52,1847.28,1777.91,554525.4762,902956
955,2023-04-01,2023-04-01 23:59:59.999,ETH,1d,1821.52,1820.79,1842.83,1807.81,272904.9674,579259
956,2023-04-02,2023-04-02 23:59:59.999,ETH,1d,1820.8,1794.51,1824.81,1771.7,322122.9385,637705
957,2023-04-03,2023-04-03 23:59:59.999,ETH,1d,1794.51,1810.51,1839.99,1762.77,628503.6619,1098681
